player_name,player_id,league,season,team_id,role_group,minutes,age,xg_p90,non_penalty_xg_p90,goals_p90,shots_p90,shots_on_target_p90,big_chances_p90,xa_p90,assists_p90,key_passes_p90,chances_created_p90,touches_in_box_p90,penalty_area_entries_p90,progressive_passes_p90,dribbles_p90,crosses_completed_p90,tackles_won_p90,interceptions_p90,blocks_p90,clearances_p90,headers_won_p90,aerial_duels_won_p90,pressures_p90,successful_pressures_p90,possession_won_p90,possession_lost_p90,saves_p90,save_pct,xg_prevented_p90,corners,crossing,dribbling,finishing,first_touch,free_kick_taking,heading,long_shots,long_throws,marking,passing,penalty_taking,tackling,technique,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off_the_ball,positioning,teamwork,vision,work_rate,acceleration,agility,balance,jumping_reach,natural_fitness,pace,stamina,strength,aerial_reach,command_of_area,communication,eccentricity,handling,kicking,one_on_ones,reflexes,rushing_out,punching_tendency,throwing,market_value,asking_price,wage,contract_months,owned
Club J DC 1,ClubJ-DC-1,Example League,2023/24,Club J,DC,2287,30,0.034,0.032,0.051,0.3,0.122,0.031,0.044,0.037,0.15,0.15,0.25,0.2,3.359,0.05,0.03,2.205,2.017,1.497,3.325,2.426,2.474,7.368,4.766,2.048,0.338,0,0,0,15.9,16.6,12.6,12.6,17,17,18.9,16.3,17,18.9,16.9,15.6,19.6,15.6,16.3,18.9,18.9,15.6,19.6,16.6,16.6,13.3,16.3,15.9,20,16.6,17,15.6,15.9,15.9,15.9,19.6,16.3,16.6,15.9,19.6,15.9,16.3,16.6,15.9,16.6,15.9,17,16.6,17,15.9,16.6,9733600,10512288,29811,12,False
Club J DC 2,ClubJ-DC-2,Example League,2023/24,Club J,DC,717,21,0.033,0.031,0.046,0.3,0.12,0.03,0.043,0.036,0.15,0.15,0.25,0.2,3.304,0.05,0.03,2.17,1.987,1.48,3.275,2.396,2.442,7.228,4.632,2.008,0.373,0,0,0,15.4,16.1,12.1,12.1,16.5,16.5,18.4,15.8,16.5,18.4,16.4,15.1,19.1,15.1,15.8,18.4,18.4,15.1,19.1,16.1,16.1,12.8,15.8,15.4,19.5,16.1,16.5,15.1,15.4,15.4,15.4,19.1,15.8,16.1,15.4,19.1,15.4,15.8,16.1,15.4,16.1,15.4,16.5,16.1,16.5,15.4,16.1,8985150,9703962,26999,18,False
Club J DL 1,ClubJ-DL-1,Example League,2023/24,Club J,DL,2304,31,0.015,0.014,0.049,0.35,0.155,0.014,0.143,0.121,0.928,0.928,0.6,1.1,4.64,1.042,2.06,1.638,1.375,0.764,1.895,1.188,1.325,8.18,5.163,1.972,0.148,0,0,0,16.6,19.5,17.3,16.3,17.7,17.7,16.6,17,17.7,16.6,17.6,16.3,19.5,16.3,17,17.6,16.6,16.3,17.3,16.3,17.3,17,17,16.6,19.9,17.3,17.7,18.5,18.8,16.6,16.6,17.3,17,18.5,18.8,17.3,16.6,17,17.3,16.6,17.3,16.6,17.7,17.3,17.7,16.6,17.3,11385287,12580742,31824,18,False
Club J DL 2,ClubJ-DL-2,Example League,2023/24,Club J,DL,728,22,0.015,0.014,0.045,0.35,0.153,0.014,0.137,0.116,0.91,0.91,0.6,1.1,4.565,1.022,2.02,1.603,1.345,0.747,1.845,1.158,1.292,8.04,5.027,1.932,0.183,0,0,0,16.1,19,16.8,15.8,17.2,17.2,16.1,16.5,17.2,16.1,17.1,15.8,19,15.8,16.5,17.1,16.1,15.8,16.8,15.8,16.8,16.5,16.5,16.1,19.4,16.8,17.2,18,18.3,16.1,16.1,16.8,16.5,18,18.3,16.8,16.1,16.5,16.8,16.1,16.8,16.1,17.2,16.8,17.2,16.1,16.8,10207087,11278831,28976,24,False
Club J DR 1,ClubJ-DR-1,Example League,2023/24,Club J,DR,2321,20,0.015,0.014,0.047,0.35,0.154,0.014,0.14,0.119,0.921,0.921,0.6,1.1,4.61,1.03,2.044,1.622,1.36,0.756,1.875,1.176,1.312,8.096,5.091,1.954,0.166,0,0,0,16.4,19.3,17,16,17.4,17.4,16.4,16.7,17.4,16.4,17.4,16,19.3,16,16.7,17.4,16.4,16,17.1,16,17.1,16.7,16.7,16.4,19.6,17.1,17.4,18.2,18.6,16.4,16.4,17.1,16.7,18.2,18.6,17.1,16.4,16.7,17.1,16.4,17.1,16.4,17.4,17.1,17.4,16.4,17.1,12500350,14125396,31292,24,False
Club J DR 2,ClubJ-DR-2,Example League,2023/24,Club J,DR,739,23,0.015,0.014,0.043,0.35,0.152,0.014,0.134,0.114,0.903,0.903,0.6,1.1,4.535,1.01,2.004,1.587,1.33,0.739,1.825,1.146,1.279,7.956,4.955,1.914,0.201,0,0,0,15.9,18.8,16.5,15.5,16.9,16.9,15.9,16.2,16.9,15.9,16.9,15.5,18.8,15.5,16.2,16.9,15.9,15.5,16.6,15.5,16.6,16.2,16.2,15.9,19.1,16.6,16.9,17.7,18.1,15.9,15.9,16.6,16.2,17.7,18.1,16.6,15.9,16.2,16.6,15.9,16.6,15.9,16.9,16.6,16.9,15.9,16.6,9465400,10695902,28289,30,False
Club J DM 1,ClubJ-DM-1,Example League,2023/24,Club J,DM,2338,21,0.062,0.058,0.092,0.636,0.279,0.056,0.147,0.125,1.14,1.14,0.7,0.8,5.812,0.674,0.15,2.168,1.384,0.779,1.965,1.164,1.299,8.04,5.152,2.006,0.173,0,0,0,16.2,16.9,15.8,15.8,17.2,17.2,16.2,16.5,17.2,18.4,18.4,15.8,19.1,18,16.5,18.4,16.2,15.8,19.1,18,16.9,16.5,16.5,16.2,19.4,19.1,19.4,18,16.2,16.2,16.2,16.9,16.5,15.8,18.4,19.1,16.2,16.5,16.9,16.2,16.9,16.2,17.2,16.9,17.2,16.2,16.9,11709787,13524804,30601,30,False
Club J DM 2,ClubJ-DM-2,Example League,2023/24,Club J,DM,750,24,0.059,0.055,0.085,0.627,0.271,0.053,0.141,0.12,1.122,1.122,0.7,0.8,5.722,0.659,0.15,2.133,1.354,0.761,1.915,1.134,1.266,7.9,5.015,1.966,0.208,0,0,0,15.7,16.4,15.3,15.3,16.7,16.7,15.7,16,16.7,17.9,17.9,15.3,18.6,17.5,16,17.9,15.7,15.3,18.6,17.5,16.4,16,16,15.7,18.9,18.6,18.9,17.5,15.7,15.7,15.7,16.4,16,15.3,17.9,18.6,15.7,16,16.4,15.7,16.4,15.7,16.7,16.4,16.7,15.7,16.4,8738088,10092492,27603,36,False
Club J MC 1,ClubJ-MC-1,Example League,2023/24,Club J,MC,2355,22,0.068,0.064,0.103,0.655,0.29,0.061,0.141,0.12,1.124,1.124,0.7,0.8,5.884,0.689,0.15,2.021,1.291,0.705,1.81,1.086,1.214,8.18,5.281,1.838,0.141,0,0,0,16.6,15.6,16.3,16.3,17.1,15.9,16.6,18.2,15.9,16.6,18.8,16.3,15.6,18.5,17,18.8,16.6,16.3,15.6,18.5,15.6,17,17,17.8,15.9,17.8,18.1,18.5,16.6,16.6,16.6,15.6,17,16.3,18.8,15.6,16.6,17,15.6,16.6,15.6,16.6,15.9,15.6,15.9,16.6,15.6,10933600,12901648,29911,36,False
Club J MC 2,ClubJ-MC-2,Example League,2023/24,Club J,MC,761,25,0.065,0.061,0.096,0.646,0.283,0.059,0.135,0.115,1.106,1.106,0.7,0.8,5.794,0.674,0.15,1.986,1.261,0.688,1.76,1.056,1.182,8.04,5.142,1.798,0.176,0,0,0,16.1,15.1,15.8,15.8,16.6,15.4,16.1,17.7,15.4,16.1,18.3,15.8,15.1,18,16.5,18.3,16.1,15.8,15.1,18,15.1,16.5,16.5,17.3,15.4,17.3,17.6,18,16.1,16.1,16.1,15.1,16.5,15.8,18.3,15.1,16.1,16.5,15.1,16.1,15.1,16.1,15.4,15.1,15.4,16.1,15.1,8025150,9469677,26919,12,False
Club J AML 1,ClubJ-AML-1,Example League,2023/24,Club J,AML,2372,23,0.344,0.323,0.389,2.032,0.926,0.31,0.308,0.262,1.785,1.785,4.907,3.92,4.14,2.037,1.5,1.47,1.249,0.68,1.835,1.212,1.351,8.848,5.521,1.78,0.019,0,0,0,17,20,19.1,17.6,16.3,16.3,15,17.3,16.3,15,19.5,16.6,15.7,19.1,17.3,17,17,17.6,17.7,16.6,17.7,19.8,17.3,19.5,16.3,17.7,18.8,16.6,19.5,19.5,17,17.7,17.3,19.1,17,17.7,17,17.3,17.7,17,17.7,17,16.3,17.7,16.3,17,17.7,12345287,13332910,31904,12,False
Club J AML 2,ClubJ-AML-2,Example League,2023/24,Club J,AML,772,26,0.33,0.31,0.371,1.99,0.897,0.297,0.295,0.251,1.745,1.745,4.809,3.85,4.08,2.002,1.482,1.435,1.219,0.663,1.785,1.182,1.318,8.708,5.382,1.74,0.054,0,0,0,16.5,19.7,18.6,17.1,15.8,15.8,14.5,16.8,15.8,14.5,19,16.1,15.2,18.6,16.8,16.5,16.5,17.1,17.2,16.1,17.2,19.3,16.8,19,15.8,17.2,18.3,16.1,19,19,16.5,17.2,16.8,18.6,16.5,17.2,16.5,16.8,17.2,16.5,17.2,16.5,15.8,17.2,15.8,16.5,17.2,9247087,9986854,28896,18,False
Club J AMC 1,ClubJ-AMC-1,Example League,2023/24,Club J,AMC,2389,24,0.337,0.317,0.38,2.011,0.913,0.303,0.302,0.256,1.765,1.765,4.858,3.885,4.104,2.023,1.494,1.449,1.231,0.67,1.805,1.194,1.331,8.792,5.455,1.756,0.036,0,0,0,16.7,19.9,18.9,17.4,16,16,14.7,17.1,16,14.7,19.2,16.4,15.4,18.9,17.1,16.7,16.7,17.4,17.4,16.4,17.4,19.6,17.1,19.2,16,17.4,18.5,16.4,19.2,19.2,16.7,17.4,17.1,18.9,16.7,17.4,16.7,17.1,17.4,16.7,17.4,16.7,16,17.4,16,16.7,17.4,11540350,12752087,31212,18,False
Club J AMC 2,ClubJ-AMC-2,Example League,2023/24,Club J,AMC,783,27,0.323,0.304,0.362,1.969,0.884,0.291,0.288,0.244,1.72,1.72,4.76,3.815,4.044,1.988,1.464,1.414,1.201,0.652,1.755,1.164,1.299,8.652,5.316,1.716,0.072,0,0,0,16.2,19.4,18.4,16.9,15.5,15.5,14.2,16.6,15.5,14.2,18.7,15.9,14.9,18.4,16.6,16.2,16.2,16.9,16.9,15.9,16.9,19.1,16.6,18.7,15.5,16.9,18,15.9,18.7,18.7,16.2,16.9,16.6,18.4,16.2,16.9,16.2,16.6,16.9,16.2,16.9,16.2,15.5,16.9,15.5,16.2,16.9,8505400,9398467,28209,24,False
Club J AMR 1,ClubJ-AMR-1,Example League,2023/24,Club J,AMR,2406,25,0.331,0.311,0.373,1.994,0.901,0.298,0.296,0.252,1.747,1.747,4.819,3.857,4.08,2.009,1.482,1.435,1.219,0.663,1.785,1.182,1.318,8.736,5.399,1.74,0.05,0,0,0,16.5,19.7,18.7,17.2,15.8,15.8,14.5,16.9,15.8,14.5,19,16.2,15.2,18.7,16.9,16.5,16.5,17.2,17.2,16.2,17.2,19.4,16.9,19,15.8,17.2,18.3,16.2,19,19,16.5,17.2,16.9,18.7,16.5,17.2,16.5,16.9,17.2,16.5,17.2,16.5,15.8,17.2,15.8,16.5,17.2,10749787,12147259,30521,24,False
Club J AMR 2,ClubJ-AMR-2,Example League,2023/24,Club J,AMR,794,28,0.317,0.298,0.355,1.952,0.872,0.286,0.282,0.24,1.702,1.702,4.721,3.787,4.02,1.974,1.452,1.4,1.189,0.645,1.735,1.152,1.285,8.596,5.261,1.7,0.085,0,0,0,16,19.2,18.2,16.7,15.3,15.3,14,16.4,15.3,14,18.5,15.7,14.7,18.2,16.4,16,16,16.7,16.7,15.7,16.7,18.9,16.4,18.5,15.3,16.7,17.8,15.7,18.5,18.5,16,16.7,16.4,18.2,16,16.7,16,16.4,16.7,16,16.7,16,15.3,16.7,15.3,16,16.7,8018088,9060439,27543,30,False
Club J ST 1,ClubJ-ST-1,Example League,2023/24,Club J,ST,2423,26,0.497,0.467,0.55,2.99,1.375,0.447,0.119,0.101,0.858,0.858,6.974,4.284,0.6,1.18,0.1,1.39,1.237,0.64,1.725,1.206,1.344,8.568,5.542,1.688,0.267,0,0,0,15.9,16.6,15.6,18.6,20,17,16.9,16.3,17,12.9,15.9,15.6,13.6,15.6,16.3,18.9,15.9,18.6,16.6,15.6,16.6,16.3,16.3,18.9,14,16.6,17,15.6,18.9,15.9,15.9,17.6,16.3,18.6,15.9,17.6,15.9,16.3,16.6,15.9,16.6,15.9,17,16.6,17,15.9,16.6,11768848,13593019,29981,30,False
Club J ST 2,ClubJ-ST-2,Example League,2023/24,Club J,ST,805,29,0.479,0.45,0.528,2.932,1.349,0.431,0.113,0.096,0.84,0.84,6.83,4.194,0.6,1.155,0.1,1.355,1.207,0.622,1.675,1.176,1.312,8.428,5.401,1.648,0.302,0,0,0,15.4,16.1,15.1,18.1,19.5,16.5,16.4,15.8,16.5,12.4,15.4,15.1,13.1,15.1,15.8,18.4,15.4,18.1,16.1,15.1,16.1,15.8,15.8,18.4,13.5,16.1,16.5,15.1,18.4,15.4,15.4,17.1,15.8,18.1,15.4,17.1,15.4,15.8,16.1,15.4,16.1,15.4,16.5,16.1,16.5,15.4,16.1,8903277,10283285,26992,36,False
Club K GK 1,ClubK-GK-1,Example League,2023/24,Club K,GK,2235,30,0,0,0.015,0,0,0,0.005,0.004,0.02,0.02,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,2.543,83.12,0.45,12.5,13.2,13.9,13.9,13.6,13.6,12.5,12.9,13.6,12.5,12.5,13.9,13.2,13.9,12.9,18.5,12.5,13.9,19.2,19.9,13.2,12.9,12.9,12.5,13.6,13.2,13.6,13.9,12.5,12.5,12.5,13.2,12.9,13.9,12.5,13.2,18.5,18.9,19.2,15.5,19.2,18.5,19.6,19.2,19.6,15.5,19.2,7895032,8526635,29533,12,False
Club K GK 2,ClubK-GK-2,Example League,2023/24,Club K,GK,678,21,0,0,0.011,0,0,0,0.005,0.004,0.02,0.02,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,2.598,82.57,0.413,12,12.7,13.4,13.4,13.1,13.1,12,12.4,13.1,12,12,13.4,12.7,13.4,12.4,18,12,13.4,18.7,19.4,12.7,12.4,12.4,12,13.1,12.7,13.1,13.4,12,12,12,12.7,12.4,13.4,12,12.7,18,18.4,18.7,15,18.7,18,19.1,18.7,19.1,15,18.7,7291676,7875010,26733,18,False
Club K DC 1,ClubK-DC-1,Example League,2023/24,Club K,DC,2252,31,0.034,0.032,0.048,0.3,0.121,0.03,0.043,0.037,0.15,0.15,0.25,0.2,3.337,0.05,0.03,2.189,2.002,1.489,3.305,2.414,2.461,7.284,4.694,2.03,0.355,0,0,0,15.7,16.4,12.3,12.3,16.7,16.7,18.7,16,16.7,18.7,16.7,15.3,19.4,15.3,16,18.7,18.7,15.3,19.4,16.3,16.4,13,16,15.7,19.7,16.4,16.7,15.3,15.7,15.7,15.7,19.4,16,16.3,15.7,19.4,15.7,16,16.4,15.7,16.4,15.7,16.7,16.4,16.7,15.7,16.4,9109150,10065611,29009,18,False
Club K DC 2,ClubK-DC-2,Example League,2023/24,Club K,DC,689,22,0.033,0.031,0.043,0.3,0.119,0.03,0.042,0.036,0.15,0.15,0.25,0.2,3.282,0.05,0.03,2.154,1.972,1.472,3.255,2.384,2.428,7.144,4.561,1.99,0.39,0,0,0,15.2,15.9,11.8,11.8,16.2,16.2,18.2,15.5,16.2,18.2,16.2,14.8,18.9,14.8,15.5,18.2,18.2,14.8,18.9,15.8,15.9,12.5,15.5,15.2,19.2,15.9,16.2,14.8,15.2,15.2,15.2,18.9,15.5,15.8,15.2,18.9,15.2,15.5,15.9,15.2,15.9,15.2,16.2,15.9,16.2,15.2,15.9,8196600,9057243,26183,24,False
Club K DL 1,ClubK-DL-1,Example League,2023/24,Club K,DL,2269,20,0.015,0.014,0.04,0.35,0.151,0.014,0.128,0.109,0.885,0.885,0.6,1.1,4.46,0.994,1.964,1.554,1.303,0.722,1.775,1.116,1.247,7.844,4.838,1.876,0.232,0,0,0,15.4,18.3,16.1,15.1,16.5,16.5,15.4,15.8,16.5,15.4,16.4,15.1,18.3,15.1,15.8,16.4,15.4,15.1,16.1,15.1,16.1,15.8,15.8,15.4,18.7,16.1,16.5,17.3,17.6,15.4,15.4,16.1,15.8,17.3,17.6,16.1,15.4,15.8,16.1,15.4,16.1,15.4,16.5,16.1,16.5,15.4,16.1,10284588,11621584,28482,24,False
Club K DL 2,ClubK-DL-2,Example League,2023/24,Club K,DL,700,23,0.015,0.014,0.036,0.35,0.149,0.014,0.122,0.104,0.867,0.867,0.6,1.1,4.385,0.974,1.924,1.519,1.273,0.705,1.725,1.086,1.214,7.704,4.706,1.836,0.267,0,0,0,14.9,17.8,15.6,14.6,16,16,14.9,15.3,16,14.9,15.9,14.6,17.8,14.6,15.3,15.9,14.9,14.6,15.6,14.6,15.6,15.3,15.3,14.9,18.2,15.6,16,16.8,17.1,14.9,14.9,15.6,15.3,16.8,17.1,15.6,14.9,15.3,15.6,14.9,15.6,14.9,16,15.6,16,14.9,15.6,7515288,8492275,25501,30,False
Club K DR 1,ClubK-DR-1,Example League,2023/24,Club K,DR,2286,21,0.015,0.014,0.045,0.35,0.153,0.014,0.137,0.116,0.91,0.91,0.6,1.1,4.565,1.022,2.02,1.603,1.345,0.747,1.845,1.158,1.292,8.04,5.027,1.932,0.183,0,0,0,16.1,19,16.8,15.8,17.2,17.2,16.1,16.5,17.2,16.1,17.1,15.8,19,15.8,16.5,17.1,16.1,15.8,16.8,15.8,16.8,16.5,16.5,16.1,19.4,16.8,17.2,18,18.3,16.1,16.1,16.8,16.5,18,18.3,16.8,16.1,16.5,16.8,16.1,16.8,16.1,17.2,16.8,17.2,16.1,16.8,11601400,13399617,30467,30,False
Club K DR 2,ClubK-DR-2,Example League,2023/24,Club K,DR,711,24,0.015,0.014,0.041,0.35,0.152,0.014,0.131,0.111,0.892,0.892,0.6,1.1,4.49,1.002,1.98,1.568,1.315,0.729,1.795,1.128,1.26,7.9,4.892,1.892,0.218,0,0,0,15.6,18.5,16.3,15.3,16.7,16.7,15.6,16,16.7,15.6,16.6,15.3,18.5,15.3,16,16.6,15.6,15.3,16.3,15.3,16.3,16,16,15.6,18.9,16.3,16.7,17.5,17.8,15.6,15.6,16.3,16,17.5,17.8,16.3,15.6,16,16.3,15.6,16.3,15.6,16.7,16.3,16.7,15.6,16.3,8642350,9981914,27470,36,False
Club K DM 1,ClubK-DM-1,Example League,2023/24,Club K,DM,2303,22,0.06,0.057,0.088,0.631,0.274,0.054,0.143,0.122,1.13,1.13,0.7,0.8,5.758,0.665,0.15,2.147,1.366,0.768,1.935,1.146,1.279,7.956,5.07,1.982,0.194,0,0,0,15.9,16.6,15.5,15.5,16.9,16.9,15.9,16.2,16.9,18.1,18.1,15.5,18.8,17.7,16.2,18.1,15.9,15.5,18.8,17.7,16.6,16.2,16.2,15.9,19.1,18.8,19.1,17.7,15.9,15.9,15.9,16.6,16.2,15.5,18.1,18.8,15.9,16.2,16.6,15.9,16.6,15.9,16.9,16.6,16.9,15.9,16.6,10828088,12777144,29777,36,False
Club K DM 2,ClubK-DM-2,Example League,2023/24,Club K,DM,722,25,0.057,0.054,0.081,0.622,0.267,0.051,0.137,0.117,1.112,1.112,0.7,0.8,5.668,0.65,0.15,2.112,1.336,0.751,1.885,1.116,1.247,7.816,4.933,1.942,0.229,0,0,0,15.4,16.1,15,15,16.4,16.4,15.4,15.7,16.4,17.6,17.6,15,18.3,17.2,15.7,17.6,15.4,15,18.3,17.2,16.1,15.7,15.7,15.4,18.6,18.3,18.6,17.2,15.4,15.4,15.4,16.1,15.7,15,17.6,18.3,15.4,15.7,16.1,15.4,16.1,15.4,16.4,16.1,16.4,15.4,16.1,7932288,9360100,26786,12,False
Club K MC 1,ClubK-MC-1,Example League,2023/24,Club K,MC,2320,23,0.067,0.063,0.099,0.65,0.286,0.06,0.139,0.118,1.117,1.117,0.7,0.8,5.848,0.68,0.15,2.005,1.279,0.698,1.785,1.068,1.195,8.096,5.207,1.82,0.159,0,0,0,16.4,15.3,16,16,16.9,15.7,16.4,17.9,15.7,16.4,18.6,16,15.3,18.2,16.7,18.6,16.4,16,15.3,18.2,15.3,16.7,16.7,17.6,15.7,17.5,17.9,18.2,16.4,16.4,16.4,15.3,16.7,16,18.6,15.3,16.4,16.7,15.3,16.4,15.3,16.4,15.7,15.3,15.7,16.4,15.3,10069150,10874682,29089,12,False
Club K MC 2,ClubK-MC-2,Example League,2023/24,Club K,MC,733,26,0.064,0.06,0.092,0.641,0.279,0.057,0.133,0.113,1.099,1.099,0.7,0.8,5.758,0.665,0.15,1.97,1.249,0.68,1.735,1.038,1.162,7.956,5.07,1.78,0.194,0,0,0,15.9,14.8,15.5,15.5,16.4,15.2,15.9,17.4,15.2,15.9,18.1,15.5,14.8,17.7,16.2,18.1,15.9,15.5,14.8,17.7,14.8,16.2,16.2,17.1,15.2,17,17.4,17.7,15.9,15.9,15.9,14.8,16.2,15.5,18.1,14.8,15.9,16.2,14.8,15.9,14.8,15.9,15.2,14.8,15.2,15.9,14.8,7236600,7815528,26103,18,False
Club K AML 1,ClubK-AML-1,Example League,2023/24,Club K,AML,2337,24,0.31,0.292,0.346,1.931,0.857,0.279,0.276,0.234,1.682,1.682,4.672,3.752,3.996,1.953,1.44,1.386,1.177,0.638,1.715,1.14,1.273,8.512,5.189,1.684,0.103,0,0,0,15.8,19,17.9,16.4,15.1,15.1,13.8,16.1,15.1,13.8,18.3,15.4,14.5,17.9,16.1,15.8,15.8,16.4,16.5,15.4,16.5,18.6,16.1,18.3,15.1,16.5,17.6,15.4,18.3,18.3,15.8,16.5,16.1,17.9,15.8,16.5,15.8,16.1,16.5,15.8,16.5,15.8,15.1,16.5,15.1,15.8,16.5,9324588,10303670,28402,18,False
Club K AML 2,ClubK-AML-2,Example League,2023/24,Club K,AML,744,27,0.296,0.279,0.328,1.889,0.829,0.267,0.262,0.222,1.637,1.637,4.574,3.682,3.936,1.918,1.41,1.351,1.147,0.621,1.665,1.11,1.24,8.372,5.053,1.644,0.138,0,0,0,15.3,18.5,17.4,15.9,14.6,14.6,13.3,15.6,14.6,13.3,17.8,14.9,14,17.4,15.6,15.3,15.3,15.9,16,14.9,16,18.1,15.6,17.8,14.6,16,17.1,14.9,17.8,17.8,15.3,16,15.6,17.4,15.3,16,15.3,15.6,16,15.3,16,15.3,14.6,16,14.6,15.3,16,6555288,7243593,25421,24,False
Club K AMC 1,ClubK-AMC-1,Example League,2023/24,Club K,AMC,2354,25,0.33,0.31,0.371,1.99,0.897,0.297,0.295,0.251,1.745,1.745,4.809,3.85,4.08,2.002,1.482,1.435,1.219,0.663,1.785,1.182,1.318,8.708,5.382,1.74,0.054,0,0,0,16.5,19.7,18.6,17.1,15.8,15.8,14.5,16.8,15.8,14.5,19,16.1,15.2,18.6,16.8,16.5,16.5,17.1,17.2,16.1,17.2,19.3,16.8,19,15.8,17.2,18.3,16.1,19,19,16.5,17.2,16.8,18.6,16.5,17.2,16.5,16.8,17.2,16.5,17.2,16.5,15.8,17.2,15.8,16.5,17.2,10641400,12024782,30387,24,False
Club K AMC 2,ClubK-AMC-2,Example League,2023/24,Club K,AMC,755,28,0.316,0.297,0.353,1.948,0.869,0.284,0.281,0.239,1.7,1.7,4.711,3.78,4.02,1.967,1.452,1.4,1.189,0.645,1.735,1.152,1.285,8.568,5.244,1.7,0.089,0,0,0,16,19.2,18.1,16.6,15.3,15.3,14,16.3,15.3,14,18.5,15.6,14.7,18.1,16.3,16,16,16.6,16.7,15.6,16.7,18.8,16.3,18.5,15.3,16.7,17.8,15.6,18.5,18.5,16,16.7,16.3,18.1,16,16.7,16,16.3,16.7,16,16.7,16,15.3,16.7,15.3,16,16.7,7922350,8952256,27410,30,False
Club K AMR 1,ClubK-AMR-1,Example League,2023/24,Club K,AMR,2371,26,0.323,0.304,0.362,1.969,0.884,0.291,0.288,0.244,1.72,1.72,4.76,3.815,4.044,1.988,1.464,1.414,1.201,0.652,1.755,1.164,1.299,8.652,5.316,1.716,0.072,0,0,0,16.2,19.4,18.4,16.9,15.5,15.5,14.2,16.6,15.5,14.2,18.7,15.9,14.9,18.4,16.6,16.2,16.2,16.9,16.9,15.9,16.9,19.1,16.6,18.7,15.5,16.9,18,15.9,18.7,18.7,16.2,16.9,16.6,18.4,16.2,16.9,16.2,16.6,16.9,16.2,16.9,16.2,15.5,16.9,15.5,16.2,16.9,9868088,11397642,29697,30,False
Club K AMR 2,ClubK-AMR-2,Example League,2023/24,Club K,AMR,766,29,0.309,0.29,0.344,1.927,0.855,0.278,0.273,0.232,1.675,1.675,4.662,3.745,3.984,1.953,1.434,1.379,1.171,0.635,1.705,1.134,1.266,8.512,5.179,1.676,0.106,0,0,0,15.7,18.9,17.9,16.4,15,15,13.7,16.1,15,13.7,18.2,15.4,14.4,17.9,16.1,15.7,15.7,16.4,16.4,15.4,16.4,18.6,16.1,18.2,15,16.4,17.5,15.4,18.2,18.2,15.7,16.4,16.1,17.9,15.7,16.4,15.7,16.1,16.4,15.7,16.4,15.7,15,16.4,15,15.7,16.4,7452288,8607393,26746,36,False
Club K ST 1,ClubK-ST-1,Example League,2023/24,Club K,ST,2388,27,0.488,0.459,0.539,2.963,1.363,0.44,0.116,0.099,0.849,0.849,6.907,4.242,0.6,1.165,0.1,1.374,1.222,0.632,1.705,1.194,1.331,8.484,5.467,1.67,0.285,0,0,0,15.7,16.4,15.3,18.3,19.7,16.7,16.7,16,16.7,12.7,15.7,15.3,13.4,15.3,16,18.7,15.7,18.3,16.4,15.3,16.4,16,16,18.7,13.7,16.4,16.7,15.3,18.7,15.7,15.7,17.4,16,18.3,15.7,17.4,15.7,16,16.4,15.7,16.4,15.7,16.7,16.4,16.7,15.7,16.4,10748797,12683580,29146,36,False
Club K ST 2,ClubK-ST-2,Example League,2023/24,Club K,ST,777,30,0.47,0.442,0.517,2.905,1.331,0.423,0.11,0.094,0.831,0.831,6.763,4.152,0.6,1.14,0.1,1.339,1.192,0.614,1.655,1.164,1.299,8.344,5.327,1.63,0.32,0,0,0,15.2,15.9,14.8,17.8,19.2,16.2,16.2,15.5,16.2,12.2,15.2,14.8,12.9,14.8,15.5,18.2,15.2,17.8,15.9,14.8,15.9,15.5,15.5,18.2,13.2,15.9,16.2,14.8,18.2,15.2,15.2,16.9,15.5,17.8,15.2,16.9,15.2,15.5,15.9,15.2,15.9,15.2,16.2,15.9,16.2,15.2,15.9,8255988,9742066,26188,12,False
Club L GK 1,ClubL-GK-1,Example League,2023/24,Club L,GK,2200,31,0,0,0.014,0,0,0,0.005,0.004,0.02,0.02,0,0,1.964,0,0,0,0,0,0,0,0,0,0,0,0,2.558,82.9,0.433,12.3,13,13.7,13.7,13.3,13.3,12.3,12.6,13.3,12.3,12.3,13.7,13,13.7,12.6,18.3,12.3,13.7,19,19.7,13,12.6,12.6,12.3,13.3,13,13.3,13.7,12.3,12.3,12.3,13,12.6,13.7,12.3,13,18.3,18.6,19,15.3,19,18.3,19.3,19,19.3,15.3,19,7385812,8161322,28740,18,False
Club L GK 2,ClubL-GK-2,Example League,2023/24,Club L,GK,650,22,0,0,0.01,0,0,0,0.005,0.004,0.02,0.02,0,0,1.924,0,0,0,0,0,0,0,0,0,0,0,0,2.613,82.35,0.395,11.8,12.5,13.2,13.2,12.8,12.8,11.8,12.1,12.8,11.8,11.8,13.2,12.5,13.2,12.1,17.8,11.8,13.2,18.5,19.2,12.5,12.1,12.1,11.8,12.8,12.5,12.8,13.2,11.8,11.8,11.8,12.5,12.1,13.2,11.8,12.5,17.8,18.1,18.5,14.8,18.5,17.8,18.8,18.5,18.8,14.8,18.5,6647894,7345923,25929,24,False
